SAMINATURA BINEFAR;;;;;;;;;;;;;;;;;;;;;;
ARTICULOS GENERAL;;;;;;;;;;;;;;;;;;;;;;

Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F
2144;2144;BEBIDA DE ARROZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
1780;1780;bebida de avena;UNIDADES;10%;;;NORMAL;;V;C;S; 
2000;2000;bebida de espelta;UNIDADES;10%;;;NORMAL;;V;C;S; 
1944;1944;BEBIDA DE REMOLACHA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1169;1169;BEBIDA LIMON;UNIDADES;21%;;;NORMAL;;V;C;S; 
2537;2537;beef protein;UNIDADES;0%;;;NORMAL;;V;C;S; 
2536;2536;BEEF PROTEIN;UNIDADES;0%;;;NORMAL;;V;C;S; 
2102;2102;BEPOSITIVE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1869;1869;berberin;UNIDADES;10%;;;NORMAL;;V;C;S; 
1195;1195;BERBERINE COMPLEX;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 6 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
3161;3161;berberine phytosome;UNIDADES;0%;;;NORMAL;;V;C;S; 
1737;1737;beta alanina;UNIDADES;10%;;SECCION1;NORMAL;;V;C;S; 
1475;1475;BETA ALANINA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2976;2976;betain hci;UNIDADES;0%;;;NORMAL;;V;C;S; 
1866;1866;betaine;UNIDADES;10%;;;NORMAL;;V;C;S; 
3022;3022;BF;UNIDADES;10%;;;NORMAL;;V;C;S; 
1812;1812;BICARBONAATO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3046;3046;bicarbonato 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2998;2998;BIDEPRESAN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1867;1867;BIDON;UNIDADES;10%;;;NORMAL;;V;C;S; 
2679;2679;BIFIDA ESSENCE;UNIDADES;21%;;;NORMAL;;V;C;S; 
1566;1566;BIG REAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1773;1773;BIO PILLOWS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2696;2696;BIOPACER SPORT;UNIDADES;10%;;;NORMAL;;V;C;S; 
2891;2891;biopillows;UNIDADES;10%;;;NORMAL;;V;C;S; 
3200;3200;biotina gominolas;UNIDADES;10%;;;NORMAL;;V;C;S; 
2798;2798;BISCOCHO S/G GERMINAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
2168;2168;BISGLICINATO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1562;1562;BISGLYCINATE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2993;2993;BISILUET;UNIDADES;10%;;;NORMAL;;V;C;S; 
3286;3286;BITRANSAMIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
2214;2214;black blood;UNIDADES;0%;;;NORMAL;;V;C;S; 
2538;2538;BLACK BLOOD;UNIDADES;0%;;;NORMAL;;V;C;S; 
3066;3066;BLACK BLOOD CAF+;UNIDADES;0%;;;NORMAL;;V;C;S; 
3068;3068;BLACK BLOOD NOX+;UNIDADES;0%;;;NORMAL;;V;C;S; 
3101;3101;black maca life pro;UNIDADES;10%;;;NORMAL;;V;C;S; 
1730;1730;BLACK MAX;UNIDADES;10%;;;NORMAL;;V;C;S; 
1732;1732;black max choco BL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1731;1731;black max choco ng;UNIDADES;10%;;;NORMAL;;V;C;S; 
2943;2943;BLUCH;UNIDADES;21%;;;NORMAL;;V;C;S; 
2899;2899;BODY MILK PIC;UNIDADES;21%;;;NORMAL;;V;C;S; 
2557;2557;BOLDO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3495;3495;BOLSA DE BASURA;UNIDADES;21%;;;NORMAL;;V;C;S; 
1714;1714;bombon;UNIDADES;10%;;;NORMAL;;V;C;S; 
1658;1658;BOMBONES;UNIDADES;10%;;;NORMAL;;V;C;S; 
2986;2986;boron;UNIDADES;0%;;;NORMAL;;V;C;S; 
3164;3164;BORON 3MG;UNIDADES;0%;;;NORMAL;;V;C;S; 
2249;2249;BOTELLA DE COBRE;UNIDADES;21%;;;NORMAL;;V;C;S; 
1614;1614;botella verde;UNIDADES;10%;;;NORMAL;;V;C;S; 
2687;2687;BRAIN COMPLEX;UNIDADES;10%;;;NORMAL;;V;C;S; 
3399;3399;BRAZIL;UNIDADES;4%;;;NORMAL;;V;C;S; 
2137;2137;BUENAS NOCHES;UNIDADES;10%;;;NORMAL;;V;C;S; 
2801;2801;BURGER MIJO BERENJENA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2169;2169;burn4all;UNIDADES;0%;;;NORMAL;;V;C;S; 
2170;2170;burn4all 200mg caffeine;UNIDADES;0%;;;NORMAL;;V;C;S; 
3154;3154;burn4all extr;UNIDADES;0%;;;NORMAL;;V;C;S; 
2850;2850;butibifidus;UNIDADES;10%;;;NORMAL;;V;C;S; 
1927;1927;c pura;UNIDADES;10%;;;NORMAL;;V;C;S; 
2379;2379;C-100 ZINCNOW;UNIDADES;0%;;;NORMAL;;V;C;S; 
2019;2019;C1000 ZINC D3;UNIDADES;0%;;;NORMAL;;V;C;S; 
2692;2692;cacao con hongos;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 7 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
1704;1704;CACAO EN GRANO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3205;3205;cacaolat pro;UNIDADES;10%;;;NORMAL;;V;C;S; 
3071;3071;CAF+TAURINA;UNIDADES;0%;;;NORMAL;;V;C;S; 
3488;;cafe canella;UNIDADES;10%;;;NORMAL;;V;C;S; 
3491;3491;CAFE COLOMBIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2503;2503;cafe de cereales;UNIDADES;10%;;;NORMAL;;V;C;S; 
1776;1776;cafe desc;UNIDADES;10%;;;NORMAL;;V;C;S; 
2369;2369;cafe en grano;UNIDADES;10%;;;NORMAL;;V;C;S; 
3490;3490;cafe ethiopia;UNIDADES;10%;;;NORMAL;;V;C;S; 
3122;3122;cafe grano mexique;UNIDADES;10%;;;NORMAL;;V;C;S; 
3489;3489;CAFE GUATEMALA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1775;1775;CAFE NATURAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1779;1779;CAFE SOLUBLE;UNIDADES;10%;;;NORMAL;;V;C;S; 
3487;3487;CAFE VAINILLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2081;2081;CAFEINA 200MG;UNIDADES;10%;;;NORMAL;;V;C;S; 
3390;3390;caja winter;UNIDADES;21%;;;NORMAL;;V;C;S; 
2054;2054;caldo de huesos;UNIDADES;10%;;;NORMAL;;V;C;S; 
3508;3508;CALDO PACK;UNIDADES;10%;;;NORMAL;;V;C;S; 
2037;2037;CALDO POLLO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2038;2038;caldo verdura;UNIDADES;10%;;;NORMAL;;V;C;S; 
3305;3305;calendrario;UNIDADES;10%;;;NORMAL;;V;C;S; 
2119;2119;calendula;UNIDADES;10%;;;NORMAL;;V;C;S; 
3007;3007;CALENDULA;UNIDADES;21%;;;NORMAL;;V;C;S; 
3017;3017;calmia dia;UNIDADES;10%;;;NORMAL;;V;C;S; 
3013;3013;calmia forte;UNIDADES;10%;;;NORMAL;;V;C;S; 
2131;2131;CALOSTRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3194;3194;camu camu;UNIDADES;10%;;;NORMAL;;V;C;S; 
2189;2189;candida support;UNIDADES;0%;;;NORMAL;;V;C;S; 
2020;2020;CANDIDA SUPPORT;UNIDADES;0%;;;NORMAL;;V;C;S; 
2453;2453;canela 25g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2454;2454;CANELA 70G;UNIDADES;10%;;;NORMAL;;V;C;S; 
2243;2243;CANELA RAMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2237;2237;cañamo 200g;UNIDADES;2%;;;NORMAL;;V;C;S; 
3174;3174;CAPRYLIC ACID;UNIDADES;0%;;;NORMAL;;V;C;S; 
1294;1294;CARAMELO;UNIDADES;0%;;;NORMAL;;V;C;S; 
1682;1682;caramelos;UNIDADES;10%;;;NORMAL;;V;C;S; 
1683;1683;CARAMELOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1893;1893;caramelos de manuka;UNIDADES;10%;;;NORMAL;;V;C;S; 
2147;2147;carbon activo;UNIDADES;10%;;;NORMAL;;V;C;S; 
2351;2351;carbox;UNIDADES;0%;;;NORMAL;;V;C;S; 
2493;2493;CARDAMOMO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2561;2561;CARDAMOMO CID;UNIDADES;10%;;;NORMAL;;V;C;S; 
1753;1753;cardo mariano;UNIDADES;10%;;;NORMAL;;V;C;S; 
3271;3271;CARDO MARIANO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1879;1879;CASAVE;UNIDADES;10%;;;NORMAL;;V;C;S; 
3209;3209;CASEINA LIFE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2619;2619;castaño indio extr;UNIDADES;10%;;;NORMAL;;V;C;S; 
3437;3437;CASTOR OIL;UNIDADES;0%;;;NORMAL;;V;C;S; 
3220;3220;CBD 7%;UNIDADES;21%;;;NORMAL;;V;C;S; 
3166;3166;CEATINAA CHUP;UNIDADES;0%;;;NORMAL;;V;C;S; 
1913;1913;CEBADA;UNIDADES;2%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 8 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
3422;3422;CEBOLLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
3394;3394;CEJAS;UNIDADES;21%;;;NORMAL;;V;C;S; 
1715;1715;CELIBIO AVENA GRANADA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2148;2148;CELLIMINE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2111;2111;centella body +facial;UNIDADES;21%;;;NORMAL;;V;C;S; 
2684;2684;CENTELLA MASK;UNIDADES;21%;;;NORMAL;;V;C;S; 
1912;1912;centeno;UNIDADES;2%;;;NORMAL;;V;C;S; 
3500;3500;CEPILLO;UNIDADES;21%;;;NORMAL;;V;C;S; 
3152;3152;cepillo bambu y carbon;UNIDADES;21%;;;NORMAL;;V;C;S; 
3388;3388;CEPILLO CARA;UNIDADES;21%;;;NORMAL;;V;C;S; 
2548;2548;CEPILLO CELULITIS;UNIDADES;21%;;;NORMAL;;V;C;S; 
3494;3494;cepillo dent;UNIDADES;21%;;;NORMAL;;V;C;S; 
3493;3493;CEPILLO DENT;UNIDADES;21%;;;NORMAL;;V;C;S; 
3150;3150;cepillo inf;UNIDADES;21%;;;NORMAL;;V;C;S; 
3149;3149;CEPILLO INF;UNIDADES;21%;;;NORMAL;;V;C;S; 
2958;2958;CEPILLO PELO BAMBO;UNIDADES;21%;;;NORMAL;;V;C;S; 
3501;3501;cepillo PRO;UNIDADES;21%;;;NORMAL;;V;C;S; 
2940;2940;cepillo sonic;UNIDADES;21%;;;NORMAL;;V;C;S; 
3254;3254;CERA DE ABEJA;UNIDADES;21%;;;NORMAL;;V;C;S; 
3269;3269;CEREALES;UNIDADES;10%;;;NORMAL;;V;C;S; 
1557;1557;cfm choco;UNIDADES;10%;;;NORMAL;;V;C;S; 
1559;1559;cfm pink;UNIDADES;10%;;;NORMAL;;V;C;S; 
2680;2680;cica-hyal eye patch;UNIDADES;21%;;;NORMAL;;V;C;S; 
2518;2518;cilantro;UNIDADES;10%;;;NORMAL;;V;C;S; 
3085;3085;CIRCULACION;UNIDADES;10%;;;NORMAL;;V;C;S; 
1787;1787;citrato de mag;UNIDADES;0%;;;NORMAL;;V;C;S; 
1896;1896;CITRATO DE MAGNESIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2167;2167;citrato de potasio;UNIDADES;10%;;;NORMAL;;V;C;S; 
1794;1794;CITRATO DE POTASIUM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1786;1786;CITRATO DE POTASUIM;UNIDADES;10%;;;NORMAL;;V;C;S; 
2971;2971;CITRATO MAGNESIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2050;2050;CITROBIOC GOTAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2049;2049;citrobiotic;UNIDADES;10%;;;NORMAL;;V;C;S; 
2716;2716;citronella;UNIDADES;10%;;;NORMAL;;V;C;S; 
1568;1568;CLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2439;2439;CLA+ L-CARNETINA;UNIDADES;0%;;;NORMAL;;V;C;S; 
3155;3155;CLA+L-CAR+GR TEA;UNIDADES;0%;;;NORMAL;;V;C;S; 
3141;3141;classic spray;UNIDADES;10%;;;NORMAL;;V;C;S; 
2935;2935;clavo 35g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1967;1967;clavo de olor;UNIDADES;0%;;;NORMAL;;V;C;S; 
2844;2844;CLEANINTEST;UNIDADES;10%;;;NORMAL;;V;C;S; 
3083;3083;cleanpylori;UNIDADES;10%;;;NORMAL;;V;C;S; 
2675;2675;CLEANSING FOAM;UNIDADES;21%;;;NORMAL;;V;C;S; 
2853;2853;CLEAR ISO SANDIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2869;2869;clear piruleta;UNIDADES;10%;;;NORMAL;;V;C;S; 
2785;2785;CLEAR PROTIEN kojac cola 750G;UNIDADES;10%;;;NORMAL;;V;C;S; 
2786;2786;CLEAR PROTIEN kojac MORA750G;UNIDADES;10%;;;NORMAL;;V;C;S; 
2178;2178;CLEAR SKIN;UNIDADES;0%;;;NORMAL;;V;C;S; 
2567;2567;CLOROFILA;UNIDADES;10%;;;NORMAL;;V;C;S; 
3034;3034;coco rallado;UNIDADES;10%;;;NORMAL;;V;C;S; 
2373;2373;cocolytes;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 9 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
3460;3460;COCOLYTES;UNIDADES;0%;;;NORMAL;;V;C;S; 
2196;2196;cod liver 250ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
2403;2403;COD LIVER 250ML OSAVI;UNIDADES;0%;;;NORMAL;;V;C;S; 
2404;2404;cod liver 500ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
2405;2405;COD LIVER 500ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
2195;2195;cod liver kids;UNIDADES;0%;;;NORMAL;;V;C;S; 
1565;1565;COD LIVER OIL;UNIDADES;10%;;;NORMAL;;V;C;S; 
3497;3497;CODIUM;UNIDADES;4%;;;NORMAL;;V;C;S; 
3366;3366;COFRE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2934;2934;COLA DE CABALLO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1671;1671;colagen;UNIDADES;0%;;;NORMAL;;V;C;S; 
2025;2025;colagen osavi;UNIDADES;0%;;;NORMAL;;V;C;S; 
2919;2919;colageno;UNIDADES;10%;;;NORMAL;;V;C;S; 
1789;1789;COLAGENO +MAG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1790;1790;COLAGENO BEAUTY;UNIDADES;10%;;;NORMAL;;V;C;S; 
2867;2867;colageno marino;UNIDADES;10%;;;NORMAL;;V;C;S; 
2188;2188;COLAGENO MARINO NEOCELL;UNIDADES;0%;;;NORMAL;;V;C;S; 
3015;3015;colageno mobility;UNIDADES;10%;;;NORMAL;;V;C;S; 
2151;2151;colagenova;UNIDADES;10%;;;NORMAL;;V;C;S; 
2027;2027;colastrum;UNIDADES;0%;;;NORMAL;;V;C;S; 
1954;1954;colestfenol 2,5g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2656;2656;COLONCALM FLORA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2295;2295;COLORETE;UNIDADES;21%;;;NORMAL;;V;C;S; 
2296;2296;colorete duo 02;UNIDADES;21%;;;NORMAL;;V;C;S; 
2706;2706;COLVITA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2002;2002;COLLAGEN BEAUTY;UNIDADES;0%;;;NORMAL;;V;C;S; 
2681;2681;collagen eye;UNIDADES;21%;;;NORMAL;;V;C;S; 
2187;2187;collagen neocell;UNIDADES;0%;;;NORMAL;;V;C;S; 
3167;3167;collagen neocell 180cmp;UNIDADES;0%;;;NORMAL;;V;C;S; 
3168;3168;collagen neocell 270COMP;UNIDADES;0%;;;NORMAL;;V;C;S; 
1749;1749;COMINO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3480;3480;COMINO NEGRO ACIETE;UNIDADES;10%;;;NORMAL;;V;C;S; 
3097;3097;comino negro suravitasan;UNIDADES;10%;;;NORMAL;;V;C;S; 
2792;2792;COMINO PQ;UNIDADES;10%;;;NORMAL;;V;C;S; 
3159;3159;COMPLETE MEAL;UNIDADES;0%;;;NORMAL;;V;C;S; 
3181;3181;COMPLETE PROTEIN;UNIDADES;0%;;;NORMAL;;V;C;S; 
1917;1917;COMPLEX TRIBULUS;UNIDADES;0%;;;NORMAL;;V;C;S; 
2903;2903;COMPLEX VISION NUTRALIE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2501;2501;COMPOTA DE ALBARICOQUE;UNIDADES;10%;;;NORMAL;;V;C;S; 
3298;3298;compota de arandanos/gin;UNIDADES;10%;;;NORMAL;;V;C;S; 
3521;3521;compota de bergamota;UNIDADES;10%;;;NORMAL;;V;C;S; 
3520;3520;COMPOTA DE MANGO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1764;1764;compota de melocoton;UNIDADES;10%;;;NORMAL;;V;C;S; 
3522;3522;COMPOTA DE MEMBRILLO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1765;1765;COMPOTA DE MORAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
3297;3297;COMPOTA DE NARNJ/GIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
3509;3509;COMPRESA;UNIDADES;4%;;;NORMAL;;V;C;S; 
3227;3227;CONFORT DIGESTIVO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2704;2704;CONFORT DREAMS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2152;2152;CONFORTE URINARIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2270;2270;CONGUITOS GALLETA;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 10 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
2370;2370;CONSUELDA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1981;1981;contorno de ojo la vera;UNIDADES;21%;;;NORMAL;;V;C;S; 
1993;1993;contorno de ojos;UNIDADES;21%;;;NORMAL;;V;C;S; 
3512;3512;COOKIES;UNIDADES;10%;;;NORMAL;;V;C;S; 
1825;1825;copos de trigo sarraceno;UNIDADES;10%;;;NORMAL;;V;C;S; 
2834;2834;CoQ10 100MG 50C;UNIDADES;0%;;;NORMAL;;V;C;S; 
3104;3104;CoQ10 100MG 90CAP NOW;UNIDADES;0%;;;NORMAL;;V;C;S; 
2809;2809;COQ10 100MG BIOPEREINE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2820;2820;CoQ10 100MG NOW 90C;UNIDADES;0%;;;NORMAL;;V;C;S; 
3221;3221;coq10 200mg;UNIDADES;0%;;;NORMAL;;V;C;S; 
2810;2810;COQ10 200MG BIOPEREINE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2831;2831;CoQ10 LIQ;UNIDADES;0%;;;NORMAL;;V;C;S; 
2584;2584;coquitos de espl;UNIDADES;10%;;;NORMAL;;V;C;S; 
2300;2300;CORRECTOR FLUIDO 01;UNIDADES;21%;;;NORMAL;;V;C;S; 
2301;2301;CORRECTOR FLUIDO 02;UNIDADES;21%;;;NORMAL;;V;C;S; 
2328;2328;cracker QUINOA 150g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2264;2264;crackers de avena;UNIDADES;0%;;;NORMAL;;V;C;S; 
1758;1758;crackers tr sarraceno 300g;UNIDADES;10%;;;NORMAL;;V;C;S; 
3274;3274;CRANBERRY;UNIDADES;10%;;;NORMAL;;V;C;S; 
3273;3273;cranberry complex;UNIDADES;10%;;;NORMAL;;V;C;S; 
1868;1868;cranprobio;UNIDADES;10%;;;NORMAL;;V;C;S; 
3061;3061;crea zero;UNIDADES;0%;;;NORMAL;;V;C;S; 
1710;1710;creatina;UNIDADES;10%;;;NORMAL;;V;C;S; 
3114;3114;CREATINA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2348;2348;CREATINA 300G;UNIDADES;0%;;;NORMAL;;V;C;S; 
2347;2347;CREATINA 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
2591;2591;creatina 650g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2590;2590;CREATINA 650G;UNIDADES;10%;;;NORMAL;;V;C;S; 
3180;3180;creatina cola;UNIDADES;0%;;;NORMAL;;V;C;S; 
2589;2589;creatina melon 650g;UNIDADES;10%;;;NORMAL;;V;C;S; 
3179;3179;CREATINA ORANGE;UNIDADES;0%;;;NORMAL;;V;C;S; 
3110;3110;crema;UNIDADES;10%;;;NORMAL;;V;C;S; 
2511;2511;crema blanca;UNIDADES;10%;;;NORMAL;;V;C;S; 
1899;1899;crema colorante;UNIDADES;21%;;;NORMAL;;V;C;S; 
1898;1898;CREMA COLORANTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
3281;3281;CREMA COMFORT;UNIDADES;21%;;;NORMAL;;V;C;S; 
2549;2549;crema corporal q10;UNIDADES;21%;;;NORMAL;;V;C;S; 
2513;2513;crema choco;UNIDADES;10%;;;NORMAL;;V;C;S; 
2512;2512;CREMA CHOCO ALMENDRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2768;2768;CREMA DE AFEITAR;UNIDADES;21%;;;NORMAL;;V;C;S; 
1852;1852;CREMA DE ARROZ NUETRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1703;1703;crema de avellana;UNIDADES;10%;;;NORMAL;;V;C;S; 
2087;2087;CREMA DE AVELLANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1809;1809;CREMA DE BONITO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3214;3214;CREMA DE CACAHUETE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2799;2799;crema de calabaza;UNIDADES;10%;;;NORMAL;;V;C;S; 
2329;2329;CREMA DE CALENDULA;UNIDADES;21%;;;NORMAL;;V;C;S; 
2121;2121;CREMA DE COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1992;1992;CREMA DE DIA HINIJO;UNIDADES;21%;;;NORMAL;;V;C;S; 
2579;2579;crema de mano;UNIDADES;21%;;;NORMAL;;V;C;S; 
2182;2182;CREMA DE MANO;UNIDADES;0%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 11 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
1984;1984;crema de mano pq;UNIDADES;21%;;;NORMAL;;V;C;S; 
1987;1987;crema de manos noche;UNIDADES;21%;;;NORMAL;;V;C;S; 
3001;3001;CREMA DE MANZANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1991;1991;crema de noche hinojo;UNIDADES;21%;;;NORMAL;;V;C;S; 
3000;3000;crema de pera;UNIDADES;10%;;;NORMAL;;V;C;S; 
3502;3502;CREMA DE PÌES;UNIDADES;21%;;;NORMAL;;V;C;S; 
3117;3117;CREMA DE PISTACHO;UNIDADES;0%;;;NORMAL;;V;C;S; 
2122;2122;crema de sarraceno;UNIDADES;10%;;;NORMAL;;V;C;S; 
1797;1797;CREMA FACIAL;UNIDADES;21%;;;NORMAL;;V;C;S; 
3282;3282;crema harmony;UNIDADES;21%;;;NORMAL;;V;C;S; 
2769;2769;crema hidratante;UNIDADES;21%;;;NORMAL;;V;C;S; 
3019;3019;CREMA INTIMA CANNAGYN;UNIDADES;21%;;;NORMAL;;V;C;S; 
2632;2632;crema mixsoon;UNIDADES;21%;;;NORMAL;;V;C;S; 
3024;3024;CREMA PAÑAL DUO;UNIDADES;21%;;;NORMAL;;V;C;S; 
3359;3359;CREMA PISTACHOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
3283;3283;CREMA PURIFYING;UNIDADES;21%;;;NORMAL;;V;C;S; 
2065;2065;crema rose;UNIDADES;21%;;;NORMAL;;V;C;S; 
1700;1700;CRISPIS ARROZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
1699;1699;crispis quinoa;UNIDADES;10%;;;NORMAL;;V;C;S; 
3316;3316;crispy;UNIDADES;0%;;;NORMAL;;V;C;S; 
2539;2539;CRISPY;UNIDADES;0%;;;NORMAL;;V;C;S; 
1724;1724;CROMIUM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1828;1828;CRON FLAKES;UNIDADES;10%;;;NORMAL;;V;C;S; 
3400;3400;CRUNCHY;UNIDADES;10%;;;NORMAL;;V;C;S; 
2865;2865;crunchy manzana;UNIDADES;10%;;;NORMAL;;V;C;S; 
1977;1977;CRUNCHY SIN GLUTEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
3315;3315;CRUSH BAR;UNIDADES;0%;;;NORMAL;;V;C;S; 
2153;2153;cuarteto memoria;UNIDADES;10%;;;NORMAL;;V;C;S; 
3378;3378;cucuma gummies;UNIDADES;10%;;;NORMAL;;V;C;S; 
3304;3304;CUPPER;UNIDADES;10%;;;NORMAL;;V;C;S; 
3424;3424;curcuma;UNIDADES;10%;;;NORMAL;;V;C;S; 
2483;2483;CURCUMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1482;1482;curcuma life pro;UNIDADES;10%;;;NORMAL;;V;C;S; 
2541;2541;CURCUMA LIQUIDA BIOTECH;UNIDADES;0%;;;NORMAL;;V;C;S; 
2901;2901;curry 30g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1914;1914;cuscus de espelta;UNIDADES;7,5%;;;NORMAL;;V;C;S; 
2510;2510;CUSCUS MAIZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
2036;2036;cuscus sarraceno;UNIDADES;10%;;;NORMAL;;V;C;S; 
2598;2598;cyclo;UNIDADES;10%;;;NORMAL;;V;C;S; 
2599;;CYCLO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1002;1002;CYCLO ENERGY GEL trp;UNIDADES;10%;;;NORMAL;;V;C;S; 
2597;2597;CYCLO PACK;UNIDADES;10%;;;NORMAL;;V;C;S; 
3100;3100;cystomed lifepro;UNIDADES;10%;;;NORMAL;;V;C;S; 
3026;3026;CH/GEL WELEDA BEBE;UNIDADES;21%;;;NORMAL;;V;C;S; 
