SAMINATURA BINEFAR;;;;;;;;;;;;;;;;;;;;;;
ARTICULOS GENERAL;;;;;;;;;;;;;;;;;;;;;;

Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F
362;362;COOKIES ESP CHOCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
201;201;GALLETA L/G;UNIDADES;10%;;;NORMAL;;V;C;S; 
915;915;GALLETAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
202;202;GALLETAS AVENA INTG CHOCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
327;327;GALLETAS CHOCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
353;353;GALLETAS INTG;UNIDADES;10%;;;NORMAL;;V;C;S; 
352;352;galletas intg chips choco;UNIDADES;10%;;;NORMAL;;V;C;S; 
129;129;KOOKIE MONSTER;UNIDADES;10%;;;NORMAL;;V;C;S; 
133;133;KOOKIE VANILLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
132;132;kookies berries;UNIDADES;10%;;;NORMAL;;V;C;S; 
130;130;kookies choco;UNIDADES;10%;;;NORMAL;;V;C;S; 
131;131;KOOKIES NUECES;UNIDADES;10%;;;NORMAL;;V;C;S; 
330;330;maria esp choco;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002010 ALIMENTACION-PANAES;;;;;;;;;;;;;;;;;;;;;;
247;247;base pizza espelta intg F;UNIDADES;10%;;;NORMAL;;V;C;S; 
356;356;cracker sarrac 150g;UNIDADES;10%;;;NORMAL;;V;C;S; 
218;218;CRACKER SARRACENO 300G;UNIDADES;10%;;;NORMAL;;V;C;S; 
219;219;cracker special matin;UNIDADES;10%;;;NORMAL;;V;C;S; 
489;489;CRISPY GARB;UNIDADES;21%;;;NORMAL;;V;C;S; 
329;329;ESPELTA SEMILLAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
248;248;GRISSINES INTGR F;UNIDADES;10%;;;NORMAL;;V;C;S; 
249;249;grissines sesamo f;UNIDADES;10%;;;NORMAL;;V;C;S; 
333;333;KRUNCHY PROTIEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
355;355;MINI CRACKER ESP;UNIDADES;10%;;;NORMAL;;V;C;S; 
252;252;MINI CRACKERS PIZZA;UNIDADES;10%;;;NORMAL;;V;C;S; 
251;251;mini crackers romero;UNIDADES;10%;;;NORMAL;;V;C;S; 
253;253;mini crackers sesamo;UNIDADES;10%;;;NORMAL;;V;C;S; 
203;203;MINI CRACKERS T/S;UNIDADES;10%;;;NORMAL;;V;C;S; 
205;205;MOLDE KAMUT;UNIDADES;10%;;;NORMAL;;V;C;S; 
250;250;PAN ACIMO ESPELTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
332;332;pan cen pema;UNIDADES;10%;;;NORMAL;;V;C;S; 
374;374;pan molde esp;UNIDADES;10%;;;NORMAL;;V;C;S; 
331;331;PAN MOLDE ESP CEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
349;349;PAN MOLDE S CORTEZA;UNIDADES;10%;;;NORMAL;;V;C;S; 
350;350;pan molde sarraceno;UNIDADES;4%;;;NORMAL;;V;C;S; 
137;137;pan pita;UNIDADES;10%;;;NORMAL;;V;C;S; 
210;210;PAN PROTEICO;UNIDADES;4%;;;NORMAL;;V;C;S; 
254;254;PIADINA ESPELTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
422;422;semola maiz 500g;UNIDADES;4%;;;NORMAL;;V;C;S; 
234;234;T ARR C SAL 130G;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 52 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002010 ALIMENTACION-PANAES;;;;;;;;;;;;;;;;;;;;;;
236;236;T ARR QUINOA 130G;UNIDADES;10%;;;NORMAL;;V;C;S; 
233;233;T ARR SESAMO F 130G;UNIDADES;10%;;;NORMAL;;V;C;S; 
232;232;T ARROZ S SAL F 130G;UNIDADES;10%;;;NORMAL;;V;C;S; 
235;235;T MAIZ 130G;UNIDADES;10%;;;NORMAL;;V;C;S; 
112;112;TORT ARROZ ALGAROBA;UNIDADES;10%;;;NORMAL;;V;C;S; 
113;113;TORT ARROZ MAIS LINO;UNIDADES;10%;;;NORMAL;;V;C;S; 
110;110;TORT ARROZ MULTIC 200G;UNIDADES;10%;;;NORMAL;;V;C;S; 
109;109;TORT ARROZ SES 200G;UNIDADES;10%;;;NORMAL;;V;C;S; 
105;105;TORT ARROZ YOGUR;UNIDADES;10%;;;NORMAL;;V;C;S; 
104;104;TORT CHOC COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
102;102;TORT CHOCO DARK COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
101;TORTFONDANTCHOCO;TORT CHOCO FONDANT;UNIDADES;10%;;;NORMAL;;V;C;S; 
100;100;TORT YG ARND;UNIDADES;10%;;;NORMAL;;V;C;S; 
103;103;TORT YG FRESA;UNIDADES;10%;;;NORMAL;;V;C;S; 
900;900;TORTITAS DE ARROZ CON ALGAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
906;906;TORTITAS DE ESPELTA CONALGAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
111;111;tortitas mais algarroba;UNIDADES;10%;;;NORMAL;;V;C;S; 
231;231;TORTITAS MAIZ 120g F;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002011 ALIMENTACION-PASTELERIA;;;;;;;;;;;;;;;;;;;;;;
615;615;ALBARICOQUES;UNIDADES;0%;;;NORMAL;;V;C;S; 
99;99;BAR PIPAS CALABAZA CHOCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
617;617;CHIPS DE COCO;UNIDADES;0%;;;NORMAL;;V;C;S; 
614;614;granillo almendra;UNIDADES;0%;;;NORMAL;;V;C;S; 
162;162;H CENTENO INTG 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
171;171;HARINA AVENA INTG 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
164;164;HARINA BL ESPELTA 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
161;161;HARINA COCO 500G;UNIDADES;10%;;;NORMAL;;V;C;S; 
613;613;HARINA DE ALMENDRA;UNIDADES;0%;;;NORMAL;;V;C;S; 
166;166;HARINA ESPELTA INTG 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
170;170;HARINA INTG 1KG;UNIDADES;0%;;;NORMAL;;V;C;S; 
169;169;HARINA KAMUT 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
168;168;HARINA MAIZ 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
167;167;HARINA TRIGO BL 1KG;UNIDADES;0%;;;NORMAL;;V;C;S; 
165;165;HARINA TRIGO BL 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
163;163;HIRINA ALGARROBA 250G;UNIDADES;10%;;;NORMAL;;V;C;S; 
371;371;LEVADURA SECA 9G;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002012 ALIMENTACION-ACEITES;;;;;;;;;;;;;;;;;;;;;;
321;321;aceite coco 200ml ecob;UNIDADES;10%;;;NORMAL;;V;C;S; 
322;322;ACEITE COCO 500ML ECOB;UNIDADES;10%;;;NORMAL;;V;C;S; 
108;108;ACEITE CHIA;UNIDADES;5%;;;NORMAL;;V;C;S; 
767;767;ACEITE DE ALMENDRA;UNIDADES;5%;;;NORMAL;;V;C;S; 
766;766;aceite de calabaza;UNIDADES;5%;;;NORMAL;;V;C;S; 
220;220;ACEITE DE GIRASOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
123;123;aceite sesamo;UNIDADES;5%;;;NORMAL;;V;C;S; 
430;430;AOVE 5L;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002013 ALIMENTACION-CONSERVAS;;;;;;;;;;;;;;;;;;;;;;
159;159;ACELGAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
446;446;alb del pais c 350g;UNIDADES;10%;;;NORMAL;;V;C;S; 
753;753;alcaparras;UNIDADES;10%;;;NORMAL;;V;C;S; 
258;258;ALUB NEGRAS 400G;UNIDADES;10%;;;NORMAL;;V;C;S; 
447;447;ALUBIAS C 350G;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 53 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002013 ALIMENTACION-CONSERVAS;;;;;;;;;;;;;;;;;;;;;;
435;435;alubias c 700g;UNIDADES;10%;;;NORMAL;;V;C;S; 
436;436;ALUBIAS ROJAS 700G C;UNIDADES;10%;;;NORMAL;;V;C;S; 
449;449;ALUBIAS ROJAS C 350G;UNIDADES;10%;;;NORMAL;;V;C;S; 
758;758;arroz con lentejas;UNIDADES;10%;;;NORMAL;;V;C;S; 
453;453;ARTICULO tomate triturado 660g;UNIDADES;10%;;;NORMAL;;V;C;S; 
776;776;atun al natural;UNIDADES;10%;;;NORMAL;;V;C;S; 
437;437;azuki 700g;UNIDADES;10%;;;NORMAL;;V;C;S; 
448;448;azukis;UNIDADES;10%;;;NORMAL;;V;C;S; 
160;160;AZUKIS 540G;UNIDADES;10%;;;NORMAL;;V;C;S; 
368;368;bonito del norte biocop;UNIDADES;10%;;;NORMAL;;V;C;S; 
851;851;brotes de soja;UNIDADES;10%;;;NORMAL;;V;C;S; 
774;774;calamares;UNIDADES;10%;;;NORMAL;;V;C;S; 
756;756;COCIDO DE ALUBIAS V MEDIT;UNIDADES;10%;;;NORMAL;;V;C;S; 
757;757;COCIDO LENTEJAS V MEDIT;UNIDADES;10%;;;NORMAL;;V;C;S; 
147;147;COL BL FERMENTADA;UNIDADES;10%;;;NORMAL;;V;C;S; 
370;370;edamame;UNIDADES;10%;;;NORMAL;;V;C;S; 
777;777;FILETES CABALLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
445;445;GARBANZOS C 350G;UNIDADES;10%;;;NORMAL;;V;C;S; 
434;434;GARBANZOS C 700G;UNIDADES;10%;;;NORMAL;;V;C;S; 
755;755;garbanzos con acelgas;UNIDADES;10%;;;NORMAL;;V;C;S; 
760;760;garbanzos con seitan;UNIDADES;10%;;;NORMAL;;V;C;S; 
146;146;HINOJO FERM;UNIDADES;10%;;;NORMAL;;V;C;S; 
153;153;HUMMUS REM;UNIDADES;10%;;;NORMAL;;V;C;S; 
450;450;LENTEJAS 350G;UNIDADES;10%;;;NORMAL;;V;C;S; 
438;438;LENTEJAS C 700G;UNIDADES;10%;;;NORMAL;;V;C;S; 
759;759;LENTEJAS CON ARROZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
779;779;MAIZ 200G;UNIDADES;10%;;;NORMAL;;V;C;S; 
372;372;miso sopa;UNIDADES;10%;;;NORMAL;;V;C;S; 
423;423;OLIVAS 50G;UNIDADES;10%;;;NORMAL;;V;C;S; 
228;228;olivas desh;UNIDADES;10%;;;NORMAL;;V;C;S; 
157;157;OLIVAS GAZPACHO;UNIDADES;10%;;;NORMAL;;V;C;S; 
152;152;OLIVAS MANZ 350G;UNIDADES;10%;;;NORMAL;;V;C;S; 
754;754;PATE 5 SETAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
177;177;PATE OLIV VERDES;UNIDADES;10%;;;NORMAL;;V;C;S; 
257;257;pssata de tomate 680g f;UNIDADES;10%;;;NORMAL;;V;C;S; 
761;761;quinoa con v;UNIDADES;10%;;;NORMAL;;V;C;S; 
186;186;REMOLACHA;UNIDADES;10%;;;NORMAL;;V;C;S; 
145;145;REMOLACHA FERMENTADA;UNIDADES;10%;;;NORMAL;;V;C;S; 
369;369;SALMON BIOCOP;UNIDADES;10%;;;NORMAL;;V;C;S; 
444;444;salsa albahaca;UNIDADES;10%;;;NORMAL;;V;C;S; 
154;154;SALSA BRAVA;UNIDADES;10%;;;NORMAL;;V;C;S; 
442;442;SALSA CHAMPI;UNIDADES;10%;;;NORMAL;;V;C;S; 
443;443;SALSA OLIVAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
155;155;SALSA PIZZA;UNIDADES;10%;;;NORMAL;;V;C;S; 
156;156;SALSA ROMESCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
441;441;salsa tomate picante;UNIDADES;10%;;;NORMAL;;V;C;S; 
775;775;SARDINILLAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
451;451;SOJA VERDE;UNIDADES;10%;;;NORMAL;;V;C;S; 
778;778;tentaculos;UNIDADES;10%;;;NORMAL;;V;C;S; 
440;440;TOMATE F S/AZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
439;439;tomate frito;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 54 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002013 ALIMENTACION-CONSERVAS;;;;;;;;;;;;;;;;;;;;;;
106;106;TOMATE TRITUDO 350G;UNIDADES;10%;;;NORMAL;;V;C;S; 
187;187;ZANAHORIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
148;148;ZANAHORIA LACTOFERMENTADA;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002014 ALIMENTACION-ORIENTAL;;;;;;;;;;;;;;;;;;;;;;
909;909;ARROZ CON LENTEJAS Y ALGAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
722;722;CURRY ROJO;UNIDADES;10%;;;NORMAL;;V;C;S; 
723;723;CURRY VERDE;UNIDADES;10%;;;NORMAL;;V;C;S; 
172;172;CHIPS PLATANO;UNIDADES;10%;;;NORMAL;;V;C;S; 
901;901;ENSALADA DE WAKAME;PERSONAS;10%;;;UNIDADES;;V;C;S; 
716;716;FIDEOS ARROZ INTG;UNIDADES;10%;;;NORMAL;;V;C;S; 
719;719;FIDEOS ARROZ INTG BONIATO;UNIDADES;5%;;;NORMAL;;V;C;S; 
717;717;fideos arroz intg calabaza ging;UNIDADES;10%;;;NORMAL;;V;C;S; 
718;718;fideos arroz intg wakame;UNIDADES;5%;;;NORMAL;;V;C;S; 
720;720;FIDEOS ARROZ thai;UNIDADES;5%;;;NORMAL;;V;C;S; 
714;714;fideos de arroz pad thai;UNIDADES;10%;;;NORMAL;;V;C;S; 
715;715;FIDEOS DE ARROZ VIETNAMESE;UNIDADES;10%;;;NORMAL;;V;C;S; 
193;193;GOMASIO ALGAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
905;905;HUMMUS CON ALGAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
188;KIMCHI;KIMCHI;UNIDADES;10%;;;NORMAL;;V;C;S; 
724;724;konjac arroz;UNIDADES;10%;;;NORMAL;;V;C;S; 
259;259;miso garbanzos 150g;UNIDADES;10%;;;NORMAL;;V;C;S; 
373;373;MISO HATCHO;UNIDADES;10%;;;NORMAL;;V;C;S; 
903;903;PATE DE ALGAS CON SHITAKE;UNIDADES;10%;;;NORMAL;;V;C;S; 
902;902;PATE DE ALGAS CON TOFU;UNIDADES;10%;;;NORMAL;;V;C;S; 
904;904;PATE ROJO CON NORI;UNIDADES;10%;;;NORMAL;;V;C;S; 
727;727;RAMEN SHITAKE;UNIDADES;10%;;;NORMAL;;V;C;S; 
751;751;RAMEN WAKAME;UNIDADES;5%;;;NORMAL;;V;C;S; 
726;726;ume;UNIDADES;10%;;;NORMAL;;V;C;S; 
725;725;UME BIO;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002015 ALIMENTACION-FRUTOS SECOS;;;;;;;;;;;;;;;;;;;;;;
618;618;almendra garrapiñada;UNIDADES;10%;;;NORMAL;;V;C;S; 
616;616;almendra laminada;UNIDADES;0%;;;NORMAL;;V;C;S; 
619;619;anacardos garapiñados;UNIDADES;10%;;;NORMAL;;V;C;S; 
620;620;BARRITAS ALMENDRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
183;183;HIGOS 200G;UNIDADES;4%;;;NORMAL;;V;C;S; 

001002016 ALIMENTACION-CEREALES;;;;;;;;;;;;;;;;;;;;;;
289;289;arroz inf cacao s gluten;UNIDADES;10%;;;NORMAL;;V;C;S; 
290;290;arroz inf choco 300g;UNIDADES;10%;;;NORMAL;;V;C;S; 
208;208;AVENA SIN GLUTEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
209;209;AVENA SUPREM;UNIDADES;10%;;;NORMAL;;V;C;S; 
291;291;BOLITAS CHOCO 300G;UNIDADES;10%;;;NORMAL;;V;C;S; 
292;292;branflakes 375g;UNIDADES;10%;;;NORMAL;;V;C;S; 
293;293;COPOS 4 CEREALES 500G;UNIDADES;10%;;;NORMAL;;V;C;S; 
294;294;copos avena f 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
359;359;copos avena finos biocop;UNIDADES;10%;;;NORMAL;;V;C;S; 
295;295;COPOS AVENA GR 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
360;360;COPOS AVENA GRUESO;UNIDADES;10%;;;NORMAL;;V;C;S; 
326;326;COPOS AVENA S GLUTEN ECOB;UNIDADES;10%;;;NORMAL;;V;C;S; 
198;198;COPOS DE CENTENO;UNIDADES;10%;;;NORMAL;;V;C;S; 
296;296;CORNFLAKES S GLUTEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
297;297;crunchy choco 375g;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 55 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002016 ALIMENTACION-CEREALES;;;;;;;;;;;;;;;;;;;;;;
213;213;KRUNCHY CHOCO 500G;UNIDADES;10%;;;NORMAL;;V;C;S; 
215;215;KRUNCHY CHOCO AVELLANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
216;216;KRUNCHY F R 750G;UNIDADES;10%;;;NORMAL;;V;C;S; 
211;211;KRUNCHY FRUTOS RJ;UNIDADES;10%;;;NORMAL;;V;C;S; 
214;214;KRUNCHY JOY AVELLANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
212;212;krunchy joy choco;UNIDADES;10%;;;NORMAL;;V;C;S; 
365;365;KRUNCHY MANZANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
298;298;MUESLI CHOCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
299;299;salvado avena 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002017 ALIMENTACION-DESAYUNO;;;;;;;;;;;;;;;;;;;;;;
781;781;avena fin;UNIDADES;10%;;;NORMAL;;V;C;S; 
782;782;AVENA GR;UNIDADES;10%;;;NORMAL;;V;C;S; 
310;310;CACOA POLVO 200G;UNIDADES;10%;;;NORMAL;;V;C;S; 
363;363;compota ciruela;UNIDADES;10%;;;NORMAL;;V;C;S; 
420;420;compota manz 400g;UNIDADES;10%;;;NORMAL;;V;C;S; 
454;454;COMPOTA MANZ 700G;UNIDADES;10%;;;NORMAL;;V;C;S; 
207;207;COMPOTA MEL CURCUMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
412;412;COMPOTA PERA;UNIDADES;10%;;;NORMAL;;V;C;S; 
364;364;copota de fresa;UNIDADES;10%;;;NORMAL;;V;C;S; 
623;623;crema almendra;UNIDADES;10%;;;NORMAL;;V;C;S; 
624;624;CREMA ANACARDOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
490;490;crema cacao avellana;UNIDADES;21%;;;NORMAL;;V;C;S; 
217;217;crema choco vegan 600g;UNIDADES;10%;;;NORMAL;;V;C;S; 
622;622;CREMA DE AVELL/ANAC CACAO;UNIDADES;10%;;;NORMAL;;V;C;S; 
621;621;crema de cacahuete;UNIDADES;10%;;;NORMAL;;V;C;S; 
413;413;mer albar 375g;UNIDADES;10%;;;NORMAL;;V;C;S; 
415;415;mer albar 400g;UNIDADES;10%;;;NORMAL;;V;C;S; 
418;418;mer cereza;UNIDADES;10%;;;NORMAL;;V;C;S; 
417;417;mer ciruela 400g;UNIDADES;10%;;;NORMAL;;V;C;S; 
410;410;MER FRESA;UNIDADES;10%;;;NORMAL;;V;C;S; 
416;416;MER FRESA 400G;UNIDADES;10%;;;NORMAL;;V;C;S; 
419;419;MER HIGO;UNIDADES;10%;;;NORMAL;;V;C;S; 
411;411;mer melc 375g;UNIDADES;10%;;;NORMAL;;V;C;S; 
414;414;MER MELOCOTON 400G;UNIDADES;10%;;;NORMAL;;V;C;S; 
491;491;MERM ESCARAMOJO;UNIDADES;21%;;;NORMAL;;V;C;S; 
433;433;MIEL 1KG EUC;UNIDADES;10%;;;NORMAL;;V;C;S; 
432;432;MIEL 1KG TOM;UNIDADES;10%;;;NORMAL;;V;C;S; 
421;421;MIEL BERZO 500G;UNIDADES;10%;;;NORMAL;;V;C;S; 
823;823;SUPERDESAYUNO DE PLATANO;UNIDADES;10%;;;NORMAL;;V;C;S; 
824;824;SUPERDESAYUNO MACA;UNIDADES;10%;;;NORMAL;;V;C;S; 
827;827;SUPERVEGAN BANANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
825;825;SUPERVEGAN CHOCO;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002018 ALIMENTACION-SNACK;;;;;;;;;;;;;;;;;;;;;;
907;907;aperitivo de leg con algas;UNIDADES;10%;;;NORMAL;;V;C;S; 
516;516;butter cup alm;UNIDADES;10%;;;NORMAL;;V;C;S; 
515;515;BUTTER CUP AVELLANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
358;358;chips crousty;UNIDADES;10%;;;NORMAL;;V;C;S; 
912;912;CHIPS DE GARB;UNIDADES;0%;;;NORMAL;;V;C;S; 
913;913;chips de lentejas paprika;UNIDADES;0%;;;NORMAL;;V;C;S; 
914;914;CHIPS LENT ROMERO;UNIDADES;0%;;;NORMAL;;V;C;S; 
357;357;CHIPS PAPRIKA LE PAIN;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 56 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002018 ALIMENTACION-SNACK;;;;;;;;;;;;;;;;;;;;;;
849;849;chips pequeña;UNIDADES;10%;;;NORMAL;;V;C;S; 
773;773;ENERGY BALL  BANANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
772;772;energy ball cacoa nr;UNIDADES;10%;;;NORMAL;;V;C;S; 
455;455;fiorentini sesamo;UNIDADES;10%;;;NORMAL;;V;C;S; 
871;871;palomitas;UNIDADES;10%;;;NORMAL;;V;C;S; 
728;728;REGALIZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
243;243;SNACK ARROZ F;UNIDADES;10%;;;NORMAL;;V;C;S; 
868;868;snack de arroz maiz;UNIDADES;10%;;;UNIDADES;;V;C;S; 
870;870;SNACK GUISANTES VERDES;UNIDADES;10%;;;NORMAL;;V;C;S; 
869;869;snack lentejas rojas;UNIDADES;10%;;;NORMAL;;V;C;S; 
244;244;snack maiz;UNIDADES;10%;;;NORMAL;;V;C;S; 
729;729;snak arro romero;UNIDADES;10%;;;NORMAL;;V;C;S; 
730;730;SNAK KECHUP;UNIDADES;10%;;;NORMAL;;V;C;S; 
732;732;snak mais tomate;UNIDADES;10%;;;NORMAL;;V;C;S; 
731;731;snak maiz picante;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002019 ALIMENTACION-GRANOS;;;;;;;;;;;;;;;;;;;;;;
260;260;AMARANTO;UNIDADES;0%;;;NORMAL;;V;C;S; 
272;272;arroz bl redondo 500g;UNIDADES;2%;;;NORMAL;;V;C;S; 
270;270;arroz largo bl 500g;UNIDADES;0%;;;NORMAL;;V;C;S; 
271;271;ARROZ LARGP INTG;UNIDADES;0%;;;NORMAL;;V;C;S; 
273;273;ARROZ REDONDO INTG 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
274;274;arroz rojo;UNIDADES;0%;;;NORMAL;;V;C;S; 
261;261;AVENA GRANO 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
268;268;basmati bl 500g;UNIDADES;0%;;;NORMAL;;V;C;S; 
269;269;BASMATI INTG 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
262;262;burgul 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
275;275;LINAZA DORADA 250G;UNIDADES;2%;;;NORMAL;;V;C;S; 
265;265;MAIZ GRANO 500G;UNIDADES;0%;;;NORMAL;;V;C;S; 
266;266;mijo grano 500g;UNIDADES;0%;;;NORMAL;;V;C;S; 
319;319;quinoa tricolor;UNIDADES;2%;;;NORMAL;;V;C;S; 
267;267;TRIGO SARRACENO 500G;UNIDADES;2%;;;NORMAL;;V;C;S; 

001002020 ALIMENTACION-SEMILLAS;;;;;;;;;;;;;;;;;;;;;;
279;279;AMAPOLA 250G;UNIDADES;0%;;;NORMAL;;V;C;S; 
281;281;CHIA 250G;UNIDADES;2%;;;NORMAL;;V;C;S; 
276;276;LINAZA MARRON 250G;UNIDADES;2%;;;NORMAL;;V;C;S; 
277;277;mezcla semillas pan 250g;UNIDADES;0%;;;NORMAL;;V;C;S; 
278;278;PIPAS GIRASOL 250G;UNIDADES;0%;;;NORMAL;;V;C;S; 
280;280;semillas calabaza 250g;UNIDADES;2%;;;NORMAL;;V;C;S; 
282;282;sesamo natural 250g;UNIDADES;0%;;;NORMAL;;V;C;S; 
284;284;sesamo negro 250g;UNIDADES;0%;;;NORMAL;;V;C;S; 
283;283;SESAMO TOSTADO 250G;UNIDADES;0%;;;NORMAL;;V;C;S; 

001002021 ALIMENTACION-HARINAS;;;;;;;;;;;;;;;;;;;;;;
286;286;HARINA ARROZ INTG S GLUTEN;UNIDADES;0%;;;NORMAL;;V;C;S; 
287;287;harina garbanzos 500g;UNIDADES;0%;;;NORMAL;;V;C;S; 
288;288;HARINA SARRACENO 500G;UNIDADES;2%;;;NORMAL;;V;C;S; 

001002022 ALIMENTACION-TES;;;;;;;;;;;;;;;;;;;;;;
493;493;CAFE ARABICA;UNIDADES;21%;;;NORMAL;;V;C;S; 
492;492;cafe gins;UNIDADES;0%;;;NORMAL;;V;C;S; 
494;494;cafe verde;UNIDADES;21%;;;NORMAL;;V;C;S; 
478;478;DIGES-T;UNIDADES;10%;;;NORMAL;;V;C;S; 
480;480;duerme-t;UNIDADES;10%;;;NORMAL;;V;C;S; 
ARTICULOS GENERAL;;;;;;;;;Pagina 57 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002022 ALIMENTACION-TES;;;;;;;;;;;;;;;;;;;;;;
471;471;hibisco +;UNIDADES;10%;;;NORMAL;;V;C;S; 
481;481;migra sos;UNIDADES;10%;;;NORMAL;;V;C;S; 
483;483;siluet-t;UNIDADES;10%;;;NORMAL;;V;C;S; 
477;477;te detox;UNIDADES;10%;;;NORMAL;;V;C;S; 
482;482;TE MENSTR;UNIDADES;10%;;;NORMAL;;V;C;S; 
472;472;TE VERDE F SILVESTRE;UNIDADES;10%;;;NORMAL;;V;C;S; 
526;526;TOFU;UNIDADES;10%;;;NORMAL;;V;C;S; 
407;407;TULSI CALM;UNIDADES;10%;;;NORMAL;;V;C;S; 
404;404;TULSI ENERGY;UNIDADES;10%;;;NORMAL;;V;C;S; 
402;402;TULSI FOCUS;UNIDADES;10%;;;NORMAL;;V;C;S; 
406;406;TULSI LAX;UNIDADES;10%;;;NORMAL;;V;C;S; 
403;403;TULSI LEMON GINGER;UNIDADES;10%;;;NORMAL;;V;C;S; 
